window_start,window_end,video_uid,narration_uid,text,Score-TFIDF,label,OG_label
1620,1625,dcf7bdf5-2dd1-4334-b79b-7e1963b2dc3c,b41cb237-b87f-4bb5-9603-146270e0a8c9,moves his head,1.0,head movement,looks up
359,364,b0937ec3-7645-4f68-b9cd-549ff7c01819,6926b7ee-a06b-44ce-8c66-bf6fd758c9fc,moves his head,1.0,head movement,looks up
1058,1063,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
1050,1055,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
76,81,b0937ec3-7645-4f68-b9cd-549ff7c01819,0db60b8c-729b-4f43-8e0a-16ad0c9139ec,moves his head,1.0,head movement,looks up
147,152,b0937ec3-7645-4f68-b9cd-549ff7c01819,0db60b8c-729b-4f43-8e0a-16ad0c9139ec,moves his head,1.0,head movement,looks up
307,312,b0937ec3-7645-4f68-b9cd-549ff7c01819,6926b7ee-a06b-44ce-8c66-bf6fd758c9fc,moves his head,1.0,head movement,looks up
1040,1045,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
347,352,b0937ec3-7645-4f68-b9cd-549ff7c01819,6926b7ee-a06b-44ce-8c66-bf6fd758c9fc,moves his head,1.0,head movement,looks up
393,398,b0937ec3-7645-4f68-b9cd-549ff7c01819,6926b7ee-a06b-44ce-8c66-bf6fd758c9fc,moves his head,1.0,head movement,looks up
1078,1083,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
605,610,b0937ec3-7645-4f68-b9cd-549ff7c01819,cf71bb55-8175-43d7-a4f2-18899ff26c62,moves his head,1.0,head movement,looks up
719,724,b0937ec3-7645-4f68-b9cd-549ff7c01819,cf71bb55-8175-43d7-a4f2-18899ff26c62,moves his head,1.0,head movement,looks up
781,786,b0937ec3-7645-4f68-b9cd-549ff7c01819,cf71bb55-8175-43d7-a4f2-18899ff26c62,moves his head,1.0,head movement,looks up
1008,1013,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
996,1001,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
971,976,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
945,950,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
1068,1073,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
1175,1180,b99c164c-dae8-4009-bb1f-56f550aa4fd5,4b534119-b981-4ca2-8839-e3fceedc3eb3,moves his head,1.0,head movement,looks up
281,286,7e8b647a-e4ea-4573-9c6d-b6b61eb12510,54cad8c5-c3db-4a8c-aa60-c24ca2005301,moves his head,1.0,head movement,looks up
1413,1418,b99c164c-dae8-4009-bb1f-56f550aa4fd5,163462a3-7b6e-496d-8813-8f6a4da2e6e5,moves his head,1.0,head movement,looks up
276,281,7e8b647a-e4ea-4573-9c6d-b6b61eb12510,54cad8c5-c3db-4a8c-aa60-c24ca2005301,moves his head,1.0,head movement,looks up
1274,1279,c87e11bc-9038-4fd2-9ec1-f86998634e2e,cf8cc3ac-d65e-4b86-8a42-313a5d8ef4b8,moves his head,1.0,head movement,looks up
1575,1580,c87e11bc-9038-4fd2-9ec1-f86998634e2e,bbacee8c-1c6b-4333-aa85-3eacc7ca6769,moves his head,1.0,head movement,looks up
4189,4194,d405ceed-68da-4e50-a0ef-5d2995a94e5d,2abf1457-c4de-4c9e-9cfc-732420ffc682,moves his head,1.0,head movement,looks up
1523,1528,b99c164c-dae8-4009-bb1f-56f550aa4fd5,163462a3-7b6e-496d-8813-8f6a4da2e6e5,moves his head,1.0,head movement,looks up
1499,1504,b99c164c-dae8-4009-bb1f-56f550aa4fd5,163462a3-7b6e-496d-8813-8f6a4da2e6e5,moves his head,1.0,head movement,looks up
1437,1442,b99c164c-dae8-4009-bb1f-56f550aa4fd5,163462a3-7b6e-496d-8813-8f6a4da2e6e5,moves his head,1.0,head movement,looks up
1394,1399,b99c164c-dae8-4009-bb1f-56f550aa4fd5,163462a3-7b6e-496d-8813-8f6a4da2e6e5,moves his head,1.0,head movement,looks up
1395,1400,dcf7bdf5-2dd1-4334-b79b-7e1963b2dc3c,b41cb237-b87f-4bb5-9603-146270e0a8c9,moves his head,1.0,head movement,looks up
1378,1383,b99c164c-dae8-4009-bb1f-56f550aa4fd5,163462a3-7b6e-496d-8813-8f6a4da2e6e5,moves his head,1.0,head movement,looks up
1322,1327,b99c164c-dae8-4009-bb1f-56f550aa4fd5,4b534119-b981-4ca2-8839-e3fceedc3eb3,moves his head,1.0,head movement,looks up
1229,1234,b99c164c-dae8-4009-bb1f-56f550aa4fd5,4b534119-b981-4ca2-8839-e3fceedc3eb3,moves his head,1.0,head movement,looks up
1209,1214,b99c164c-dae8-4009-bb1f-56f550aa4fd5,4b534119-b981-4ca2-8839-e3fceedc3eb3,moves his head,1.0,head movement,looks up
1197,1202,b99c164c-dae8-4009-bb1f-56f550aa4fd5,4b534119-b981-4ca2-8839-e3fceedc3eb3,moves his head,1.0,head movement,looks up
1182,1187,b99c164c-dae8-4009-bb1f-56f550aa4fd5,4b534119-b981-4ca2-8839-e3fceedc3eb3,moves his head,1.0,head movement,looks up
1449,1454,dcf7bdf5-2dd1-4334-b79b-7e1963b2dc3c,b41cb237-b87f-4bb5-9603-146270e0a8c9,moves his head,1.0,head movement,looks up
905,910,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
852,857,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
803,808,b0937ec3-7645-4f68-b9cd-549ff7c01819,cf71bb55-8175-43d7-a4f2-18899ff26c62,moves his head,1.0,head movement,looks up
3002,3007,b0937ec3-7645-4f68-b9cd-549ff7c01819,3a04c3a5-8601-4a45-9f19-02bb94e80838,moves his head,1.0,head movement,looks up
1335,1340,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
1340,1345,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
0,5,569173d2-f5c0-4ccd-a04e-0b79f824aa2f,6012c4e5-4955-4695-993c-c0d2771e5679,moves his head,1.0,head movement,looks up
1940,1945,b0937ec3-7645-4f68-b9cd-549ff7c01819,585ef4ca-845b-4330-a4b3-3b9e3778af18,moves his head,1.0,head movement,looks up
2470,2475,b0937ec3-7645-4f68-b9cd-549ff7c01819,3fb1ab14-0671-4d33-954c-c9c5ee4693dd,moves his head,1.0,head movement,looks up
2699,2704,b0937ec3-7645-4f68-b9cd-549ff7c01819,3fb1ab14-0671-4d33-954c-c9c5ee4693dd,moves his head,1.0,head movement,looks up
2984,2989,b0937ec3-7645-4f68-b9cd-549ff7c01819,3a04c3a5-8601-4a45-9f19-02bb94e80838,moves his head,1.0,head movement,looks up
263,268,31b61911-d244-46a5-9b32-cd4ff02d892f,90a2b420-b8db-4b14-b8c3-6a1257b9ca4b,moves his head,1.0,head movement,looks up
823,828,b99c164c-dae8-4009-bb1f-56f550aa4fd5,aca4ef97-4d6d-4f4a-a237-bd222a3832d3,moves his head,1.0,head movement,looks up
213,218,31b61911-d244-46a5-9b32-cd4ff02d892f,90a2b420-b8db-4b14-b8c3-6a1257b9ca4b,moves his head,1.0,head movement,looks up
452,457,5e64c89d-34ce-49a3-949a-dc90385cdbcc,01697094-ddba-4655-9442-1d5b25477959,moves his head,1.0,head movement,looks up
94,99,945c7df4-7207-4e5d-88a3-c916c229d762,230a945d-2e79-428a-9c49-fc8c0b1433e8,moves his head,1.0,head movement,looks up
38,43,945c7df4-7207-4e5d-88a3-c916c229d762,230a945d-2e79-428a-9c49-fc8c0b1433e8,moves his head,1.0,head movement,looks up
1393,1398,c2fa0704-bdc2-4edf-9c6d-e8ab2160f1b6,b8ced6d1-5099-4d7f-97e4-53ccebe20c2a,moves his head,1.0,head movement,looks up
245,250,945c7df4-7207-4e5d-88a3-c916c229d762,230a945d-2e79-428a-9c49-fc8c0b1433e8,moves his head,1.0,head movement,looks up
51,56,a69ae4a8-8e1d-47c1-bbd0-de2bb4a33fca,f27ecd96-bbeb-497a-a02a-ba27630c872c,moves his head,1.0,head movement,looks up
1328,1333,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
1302,1307,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
1234,1239,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
1213,1218,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
880,885,b0937ec3-7645-4f68-b9cd-549ff7c01819,7f269a8a-6268-424b-8799-8e1baafb61de,moves his head,1.0,head movement,looks up
906,911,b0937ec3-7645-4f68-b9cd-549ff7c01819,7f269a8a-6268-424b-8799-8e1baafb61de,moves his head,1.0,head movement,looks up
917,922,b0937ec3-7645-4f68-b9cd-549ff7c01819,7f269a8a-6268-424b-8799-8e1baafb61de,moves his head,1.0,head movement,looks up
942,947,b0937ec3-7645-4f68-b9cd-549ff7c01819,7f269a8a-6268-424b-8799-8e1baafb61de,moves his head,1.0,head movement,looks up
1017,1022,b0937ec3-7645-4f68-b9cd-549ff7c01819,7f269a8a-6268-424b-8799-8e1baafb61de,moves his head,1.0,head movement,looks up
1063,1068,b0937ec3-7645-4f68-b9cd-549ff7c01819,7f269a8a-6268-424b-8799-8e1baafb61de,moves his head,1.0,head movement,looks up
1096,1101,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
1119,1124,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
1131,1136,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
959,964,c864505c-9d49-4da4-bf7e-254b4c348c03,495e88b3-e398-4238-a7f4-f2103ccf9206,moves his head,1.0,head movement,looks up
971,976,c864505c-9d49-4da4-bf7e-254b4c348c03,495e88b3-e398-4238-a7f4-f2103ccf9206,moves his head,1.0,head movement,looks up
1017,1022,c864505c-9d49-4da4-bf7e-254b4c348c03,495e88b3-e398-4238-a7f4-f2103ccf9206,moves his head,1.0,head movement,looks up
1917,1922,35b37e37-6bb1-4131-be37-693e9b794a97,8df69862-ebf0-4028-8708-77a88acd2e51,moves his head,1.0,head movement,looks up
1154,1159,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
1195,1200,b0937ec3-7645-4f68-b9cd-549ff7c01819,d799b30f-f4ba-480c-9a0a-cea0201638d3,moves his head,1.0,head movement,looks up
947,952,c87e11bc-9038-4fd2-9ec1-f86998634e2e,4b67046f-5a96-429d-addc-07f91c423939,moves his head,1.0,head movement,looks up
15,20,b0937ec3-7645-4f68-b9cd-549ff7c01819,0db60b8c-729b-4f43-8e0a-16ad0c9139ec,moves his head,1.0,head movement,looks up
